Student ID,Distance Z-score,Distance Min-Max Scaled,Score,Maximum,Score / Maximum %,Z-score of 100% Submissions
s4058dd8b,0.016731543127929887,0.18555138421738027,139.0,154,0.9025974025974026,0.2513720732652971
s40c38eb3,-0.44231659429108416,0.09642268546359235,236.0,269,0.8773234200743495,-0.3718714801620153
s41006e6b,0.20052261573473537,0.2090874991944938,248.0,264,0.9393939393939394,0.33810605717434933
s413e2b5b,-0.18513867213913432,0.14858673728133873,165.0,219,0.7534246575342466,-0.31380284933088076
s4159c4a6,-0.4811013898390739,0.0938501807224014,220.0,239,0.9205020920502092,-0.43311504069546136
s418f3a87,-0.30941303635138534,0.1404636470197878,224.0,279,0.8028673835125448,-0.22042699972162283
s42a66842,-0.05348253354412471,0.17292049586521502,222.0,268,0.8283582089552238,-0.07434766966731161
s42eea8e,1.1776427120851054,0.4474760194605675,14.0,144,0.09722222222222222,-0.3628238244317768
s4301681f,0.02606864770993859,0.18670463412775032,41.0,67,0.6119402985074627,0.18746191930521588
s43f101ac,-0.4501047164057618,0.08092537384849495,259.0,264,0.9810606060606061,-0.45179660866111016
s4403284,-0.4544165979500263,0.10308947920496253,165.0,237,0.6962025316455697,-0.59757932427914
s44273ab3,0.06756993879532937,0.2110966364894561,114.0,174,0.6551724137931034,0.17011619409828904
s444ca0b5,0.2476013772180745,0.22004271975946416,91.0,119,0.7647058823529411,-0.18135587983198534
s44abb885,-0.03516466074282503,0.1631134381907481,284.0,299,0.9498327759197325,0.17691053679821472
s454b8db3,-0.2586203657387825,0.1443931032205682,106.0,157,0.6751592356687898,-0.709883231241681
s457e605f,-0.21314346258103464,0.12531976541884363,108.0,182,0.5934065934065934,-0.4578495564849785
s45888ffd,1.1246020299980555,0.43776537156105505,36.0,88,0.4090909090909091,1.8183039663971525
s4619ae15,-0.5731453101535482,0.06777857879048418,272.0,299,0.9096989966555183,-0.5575489343773623
s47956582,0.5765862324017265,0.3077087991541048,125.0,214,0.5841121495327103,0.661099050645864
s479f5e93,1.4027241807820516,0.48537856971869614,233.0,249,0.9357429718875502,1.914694910688397
s4925b25e,-0.6291215117355263,0.0644883173993987,194.0,249,0.7791164658634538,-0.5972478822197441
s498d6435,-0.28196821801204214,0.14615589532582424,257.0,274,0.9379562043795621,-0.1998080251334276
s49d3d99a,0.6007387479090711,0.24605534672330168,119.0,139,0.8561151079136691,0.5837078557484918
s4a3db928,-0.2974565460133163,0.13592779742417932,267.0,304,0.8782894736842105,-0.21001030272899315
s4a5a711b,-0.3274234251014512,0.11833534509651615,205.0,274,0.7481751824817519,-0.31394195786997714
s4a68c6a8,-0.43787807601541007,0.11032164888058435,335.0,426,0.7863849765258216,-0.3339551639379091
s4a9a7d71,0.42516085481692373,0.2679248372719028,46.0,88,0.5227272727272727,0.8848238524348501
s4b48a0cc,0.008759557135568646,0.19005944771312594,92.0,204,0.45098039215686275,0.20923500355974642
s4b9362f,0.4573629537894909,0.24979463191915535,51.0,69,0.7391304347826086,0.5190605471706473
s4ba65dc7,-0.3056698621082426,0.10837155516139219,188.0,224,0.8392857142857143,-0.08323759633579735
s4bb8a2dd,-0.39973501052075555,0.1019988143002265,248.0,249,0.9959839357429718,-0.22691242050206917
s4bdda01,-0.5078672797331361,0.08330739415179535,276.0,304,0.9078947368421053,-0.5728849034431381
s4c110cdc,-0.048162152067681284,0.16224119011390523,131.0,204,0.6421568627450981,-0.4706497893289461
s4c39e297,-0.4250247461696612,0.10093812448466565,67.0,84,0.7976190476190477,-0.3206505244297563
s4c659f13,0.2527799175304999,0.22344875731506594,225.0,234,0.9615384615384616,0.21589638562194832
s4c6ed333,-0.3063531903730541,0.12609235919349682,252.0,284,0.8873239436619719,-0.2749072170971976
s4cbfc907,0.9366457578072847,0.3904490691448656,274.0,279,0.982078853046595,1.2866312656670875
s4cc87cec,-0.24288213644796414,0.15213878535989098,296.0,299,0.9899665551839465,-0.09916667277930619
s4cd8df2d,-0.6012220159199786,0.07020590415833255,271.0,294,0.9217687074829932,-0.48374122091790356
s4d064221,0.5028104631633155,0.29441232794323713,272.0,304,0.8947368421052632,0.3240960479111331
s4d54f2ae,0.026959322368965987,0.18989321004966025,104.0,169,0.6153846153846154,-0.24960723840764024
s4d8e5d63,-0.04260575978159072,0.15780109973895928,139.0,159,0.8742138364779874,-0.26409452321940724
s4da9fe0,-0.4455605807082076,0.09668277106108909,291.0,304,0.9572368421052632,-0.46870665831796393
s4e276bbf,-0.22247701159785066,0.1673574660633484,20.0,20,1.0,-0.16691855695975966
s4e55e93c,-0.42855135820352175,0.09913276658587436,286.0,294,0.9727891156462585,-0.39694727683685427
s4e63aacb,-0.01641623011504934,0.19832907670503916,225.0,283,0.7950530035335689,-0.20005583317742623
s4e71d843,-0.5663644987241683,0.07141659318988257,235.0,239,0.9832635983263598,-0.524675642966438
s4e76ce0,-0.3187591976023159,0.13200178839590024,263.0,289,0.9100346020761245,-0.11012958141693552
s4e8cbfa8,1.0786112409666904,0.43281294745549537,33.0,79,0.4177215189873418,2.472734487169508
s4e8f09db,-0.013948466680599823,0.17834167233696646,247.0,259,0.9536679536679536,-0.1410644376159063
s4e9c9183,0.09497950066127878,0.19843676658422124,202.0,254,0.7952755905511811,-0.2294162624718252
s4ec0b691,-0.07290688015493237,0.1847966103391512,262.0,279,0.9390681003584229,-0.09499854533817031
s4ef708e,0.3399082032611523,0.27173886768249156,165.0,249,0.6626506024096386,-0.2363333671468576
s4efdc81e,0.7521402810498676,0.3466121295696957,298.0,299,0.9966555183946488,1.0079977483902274
s4f0c4681,-0.21748156811194524,0.15776520054746598,252.0,279,0.9032258064516129,-0.15250758123026723
s4f6cd15,0.27634425254811784,0.2335673253033288,213.0,243,0.8765432098765432,0.14828760108944164
s507dbb44,-0.16091562112521818,0.1437636476537742,113.0,209,0.5406698564593302,-0.07567453058572235
s50ba242a,-0.2811574334394363,0.14498633526840846,172.0,219,0.7853881278538812,-0.25648697248208857
s50bd5800,0.03756069888903116,0.19168491153428316,234.0,259,0.9034749034749034,0.3375697917446959
s50c2278a,-0.16020128009296053,0.13759511441535968,133.0,152,0.875,0.03442397103634942
s51e80f02,2.1088095218192575,0.4281160829169841,37.0,55,0.6727272727272727,5.64635062525228
s52193ab6,-0.2518363721830023,0.11647384815592271,251.0,259,0.9691119691119691,-0.31247350039896044
s5220229a,-0.46389379326258123,0.09449677191588926,215.0,259,0.8301158301158301,-0.4660887020215046
s522d7ff4,-0.06680923855758605,0.17435111154799288,208.0,234,0.8888888888888888,0.13530211792687533
s52523cdd,0.6726321102109225,0.35566648478289076,19.0,59,0.3220338983050847,-0.9245435719256596
s52554dbd,0.27622170751500763,0.24509110881560311,258.0,285,0.9052631578947369,0.3793543504734554
s52825cfa,-0.39253156495880004,0.10589343647865823,272.0,274,0.9927007299270073,-0.31083023919035957
s529b3014,0.09113202630442684,0.20030878205488303,42.0,89,0.47191011235955055,-0.34146175998259176
s53081fc8,-0.5233360277021207,0.0831453474862648,47.0,72,0.6527777777777778,-0.4562604274378983
s531f7e80,-0.09544861592567422,0.15863997929119938,155.0,219,0.7077625570776256,0.1780824021292236
s5355ed74,-0.21711610721870342,0.13573114555958607,167.0,204,0.8186274509803921,-0.036309646292430074
s53686ea8,-0.2452227737501881,0.1000233357950657,162.0,204,0.7941176470588235,-0.37641402479545033
s5408771,-0.08427113783592803,0.16898650417480235,271.0,299,0.9063545150501672,-0.12319791435943506
s550e55c9,1.2975589472982767,0.5043807955039339,9.0,113,0.07964601769911504,-0.1161732290231777
s551e6d25,-0.4156304045304937,0.10518904274453138,289.0,294,0.9829931972789115,-0.3966399145743921
s558af3fe,-0.40480027481943265,0.12961098360605944,112.0,184,0.6086956521739131,-0.4731399457037845
s5766e635,-0.24725068393219832,0.14802380256224223,196.0,274,0.7153284671532847,0.006189736761634032
s57cbaf7,-0.46780039704213644,0.09740660352520795,336.0,428,0.7850467289719626,-0.6139894168144876
s585f6df2,-0.23568158929989863,0.14800398865951409,277.0,299,0.9264214046822743,-0.12969968116267466
s58b729ce,0.018405581062447673,0.2063429077659009,299.0,304,0.9835526315789473,0.14829858455209552
s58be65ff,-0.08177511915499237,0.15408367397839312,251.0,279,0.899641577060932,-0.08350200969630148
s5974e5c7,-0.3508688306042234,0.11854264019263892,297.0,299,0.9933110367892977,-0.34420379592262945
s59bd115c,0.4243773567003574,0.2517430767707132,80.0,165,0.48484848484848486,0.23555272227926416
s59f9fff2,-0.20865969062697798,0.16503478369908778,232.0,289,0.8027681660899654,-0.06228081435751673
s5a2abbfc,-0.31326890021329945,0.12402233898105479,122.0,184,0.6630434782608695,-0.29040655343298954
s5a72a25d,-0.4244485125856498,0.09813238272621809,196.0,264,0.7424242424242424,-0.5854094727685681
s5a748352,-0.2877414365572655,0.13063699308130894,243.0,294,0.826530612244898,-0.27779913459570993
s5a8b22a9,1.6638499320180478,0.4860279952744303,6.0,55,0.10909090909090909,1.8633757122408223
s5acfd8f8,0.04153014842795382,0.17705513314237104,50.0,108,0.46296296296296297,0.4706541674370292
s5b0669a,-0.36640727656400723,0.11165885460880093,88.0,139,0.6330935251798561,-0.18494301124161316
s5b712c54,0.08528410739762068,0.18282598374536937,40.0,125,0.32,-0.3797916917064802
s5ba4b2ed,0.10688769254076332,0.19503046890204606,203.0,229,0.8864628820960698,0.5803107759667835
s5bab40e1,1.1971805363658243,0.45882128417791607,128.0,169,0.757396449704142,1.9370777592575714
s5c9b4d50,-0.2638481710691817,0.1313433137514987,167.0,234,0.7136752136752137,-0.2860141712537308
s5cc254dc,-0.549297822985009,0.08087244920113877,215.0,234,0.9188034188034188,-0.6400904553989638
s5ccb70fe,-0.13221610684293375,0.15565231999028237,147.0,297,0.494949494949495,-0.27989108087465114
s5cdfa124,-0.056947845508550435,0.17793917785684882,116.0,170,0.6823529411764706,0.08522767732304304
s5cf5d022,-0.2913349108044803,0.12569252104284762,248.0,284,0.8732394366197183,0.034927425701372465
s5cf6046,-0.30194397756298,0.1167054957228563,277.0,299,0.9264214046822743,-0.26639759165016885
s5d0cf695,-0.3562208871018742,0.13797843370680818,280.0,304,0.9210526315789473,-0.38048558578597497
s5d3e12a3,0.4753926309346495,0.2573336590974728,154.0,209,0.7368421052631579,0.45233000946139884
s5d525bf6,0.20039438647673163,0.20744570907188017,91.0,234,0.3888888888888889,-0.6830854114653224
s5dfdd542,-0.4776364840706263,0.10834200929421345,168.0,213,0.7887323943661971,-0.3644567434259676
s5e4176cd,-0.3257036876195787,0.12617336745165497,138.0,167,0.8263473053892215,-0.1862546635691316
s5e4e44c0,-0.38624918322143104,0.10514057727802198,95.0,169,0.5621301775147929,-0.36951467733926907
s5e8ec81e,-0.4864354866069327,0.08633048627432915,268.0,299,0.8963210702341137,-0.5230069082228753
s5f21f63f,0.34441808006996516,0.24351585988296492,61.0,105,0.580952380952381,0.36501022449611137
s5f5f3151,1.2384049576930463,0.4571770107636424,215.0,264,0.8143939393939394,1.8027509760428664
s5f72d399,-0.3841252439439863,0.11913943572680732,241.0,284,0.8485915492957746,-0.5850873984560218
s5ff93cfe,0.07264718661772995,0.19359555270350542,61.0,130,0.46923076923076923,-0.6294740456409932
s60129e41,-0.033490762120373455,0.1799352938830012,223.0,289,0.7716262975778547,-0.15578430706138208
s6039a1a2,-0.1902095544629685,0.17224455797745178,207.0,269,0.7695167286245354,-0.45772691116385383
s60bb29eb,0.02762415721825646,0.17392120187498475,50.0,77,0.6493506493506493,-0.34722670263923766
s60d39baa,-0.20481329220371583,0.1604279882594925,284.0,294,0.9659863945578231,0.011979618813590033
s60e6bcac,-0.398589079148555,0.11244463358034182,180.0,219,0.821917808219178,-0.39075206819209934
s616ff6df,-0.5511543748320011,0.09377672046440065,232.0,264,0.8787878787878788,-0.40980007379333283
s62165836,-0.30615082389009446,0.1324146865776951,251.0,294,0.8537414965986394,-0.25685245492920217
s622290e7,-0.21715442700275583,0.15348337661657843,128.0,207,0.6183574879227053,-0.591959041027249
s6249338e,-0.4407374734262064,0.10133848829626135,269.0,294,0.9149659863945578,-0.45388670678310633
s627c2f6b,0.5524170347949818,0.3258851476509118,35.0,102,0.3431372549019608,-0.12792825437044197
